name	mkb_code	start_year	age_category	end_year	id	abbreviation	term
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ВОЗ классификация	классификация Всемирной организации здравоохранения
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	Г-КСФ	гранулоцитарный колониестимулирующий фактор
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ИТ	индукционная терапия
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ИТК	тирозинкиназный ингибитор
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	КИ	клинические исследования
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	КМ	костный мозг
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	КТ	компьютерная томография
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЛБ	лимфома Беркитта
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЛБЛ	лимфобластная лимфома
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЛДГ	лактатдегидрогеназа
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	МОБ	минимальная остаточная болезнь
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	НХЛ	неходжкинские лимфомы
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОАК	общий (клинический) анализ крови
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОВ	общая выживаемость
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОЛ	острый лейкоз
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОЛЛ	острый лимфобластный лейкоз
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОМЛ	острый миелоидный лейкоз
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОРДС	острый респираторный дистресс-синдром
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ОТ-ПЦР	полимеразная цепная реакция с обратной транскрипцией
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ПР	полная ремиссия
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ПЦР	полимеразная цепная реакция
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ПЭТ/КТ	позитронно-эмиссионная компьютерная томография
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ТГСК	трансплантация гемопоэтических стволовых клеток
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	УДД	уровень достоверности доказательств
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	УЗИ	ультразвуковое исследование
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	УУР	уровень убедительности рекомендаций
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ХТ	химиотерапия
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ХМЛ	хронический миелолейкоз
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЦМВ	цитомегаловирус
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЦНС	центральная нервная система
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЭКГ	электрокардиография
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ЭхоКГ	эхокардиография
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	CD	кластер дифференцировки
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	ECOG (Eastern Cooperative Oncology Group status)	шкала оценки состояния пациента по критериям Восточной кооперативной онкологической группы
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	EWALL	Европейская исследовательская группа по изучению острого лимфобластного лейкоза
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	FISH-исследование	исследование методом флуоресцентной гибридизации in situ
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	GMALL	Немецкая исследовательская группа по изучению острого лимфобластного лейкоза
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	GRAALL	Французская исследовательская группа по изучению острого лимфобластного лейкоза
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	MD Anderson CRC	Американская исследовательская группа онкологического научного центра имени М.Д. Андерсона
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	Ph+ ОЛЛ или Ph-позитивный ОЛЛ	острый лимфобластный лейкоз, при котором определеяется транслокация t(9;22)
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	Ph– ОЛЛ или Ph-негативный ОЛЛ	острый лимфобластный лейкоз, при котором не обнаруживается транслокация t(9;22)
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	RALL	Российская исследовательская группа по лечению острого лимфолейкоза у взрослых
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	TdT	терминальная дезоксинуклеотидилтрансфераза
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	**	жизненно необходимые и важнейшие лекарственные препараты
Острые лимфобластные лейкозы	C91.0, C91.5, C91.7, C91.8, C91.9, C83.5, C83.7	2020	Взрослые	2022	496	#	препарат, применяющийся не в соответствии с показаниями к применению и противопоказаниями, способами применения и дозами, содержащимися в инструкции по применению лекарственного препарата (офф-лейбл)
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	#	препарат, применяющийся не в соответствии с показаниями к применению и противопоказаниями, способами применения и дозами, содержащимися в инструкции по применению лекарственного препарата (офф-лейбл)
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	**	жизненно необходимые и важнейшие лекарственные препараты
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	AJCC	American Joint Committee on Cancer
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	AUC	площадь под фармакокинетической прямой для расчета дозы карбоплатина
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	ECOG	Восточная объединенная группа онкологов
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	PD-L1	лиганд 1 типа к мембранному белку запрограммированной клеточной смерти
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	АФП	альфа-фетопротеин
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	ВОЗ	Всемирная организация здравоохранения
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	ИГХ	иммуногистохимия
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	КТ	компьютерная томография
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	МП	мезотелиома плевры
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	МРТ	магнитно-резонансная томография
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	ПЭТ	позитронно-эмиссионная томография
Мезотелиома плевры, брюшины  и других локализаций	C45.0, C45.1, C45.2, C45.7, C45.9	2020	Взрослые	2022	497	ЭПП	экстраплевральная пневмонэктомия
Рак вульвы	C51	2020	Взрослые	2022	501		
Рак вульвы	C51	2020	Взрослые	2022	501	CTV	clinical target volume (клинический объем мишени)
Рак вульвы	C51	2020	Взрослые	2022	501	ECOG	Eastern Cooperative Oncology Group (Восточная объединенная группа онкологов)
Рак вульвы	C51	2020	Взрослые	2022	501	FIGO	Международная федерация гинекологов и акушеров
Рак вульвы	C51	2020	Взрослые	2022	501	GTV	непосредственный опухолевый объем (макроскопически визуализируемый)
Рак вульвы	C51	2020	Взрослые	2022	501	HSIL	поражение плоского эпителия тяжелой степени
Рак вульвы	C51	2020	Взрослые	2022	501	IMRT	лучевая терапия с модулированной интенсивностью
Рак вульвы	C51	2020	Взрослые	2022	501	LSIL	поражение плоского эпителия легкой степени
Рак вульвы	C51	2020	Взрослые	2022	501	PTV	планируемый опухолевый объем
Рак вульвы	C51	2020	Взрослые	2022	501	SCC	антиген плоскоклеточного рака
Рак вульвы	C51	2020	Взрослые	2022	501	TNM	Международная классификация стадий злокачественных новообразований
Рак вульвы	C51	2020	Взрослые	2022	501	VIN	интраэпителиальная неоплазия вульвы
Рак вульвы	C51	2020	Взрослые	2022	501	в/в	внутривенно
Рак вульвы	C51	2020	Взрослые	2022	501	в/м	внутримышечно
Рак вульвы	C51	2020	Взрослые	2022	501	ВОЗ	всемирная организация здравоохранения
Рак вульвы	C51	2020	Взрослые	2022	501	ВПЧ	вирус папилломы человека
Рак вульвы	C51	2020	Взрослые	2022	501	Гр	грей
Рак вульвы	C51	2020	Взрослые	2022	501	ЕД	единицы
Рак вульвы	C51	2020	Взрослые	2022	501	КТ	компьютерная томография
Рак вульвы	C51	2020	Взрослые	2022	501	ЛТ	лучевая терапия
Рак вульвы	C51	2020	Взрослые	2022	501	ЛФК	лечебная физкультур0430
Рак вульвы	C51	2020	Взрослые	2022	501	МРТ	магнитно-резонансная томография
Рак вульвы	C51	2020	Взрослые	2022	501	ПЭТ	позитронно-эмиссионная томография
Рак вульвы	C51	2020	Взрослые	2022	501	РВ	рак вульвы
Рак вульвы	C51	2020	Взрослые	2022	501	РОД	разовая очаговая доза
Рак вульвы	C51	2020	Взрослые	2022	501	СОД	суммарная очаговая доза
Рак вульвы	C51	2020	Взрослые	2022	501	УЗИ	ультразвуковое исследование
Рак вульвы	C51	2020	Взрослые	2022	501	ХТ	химиотерапия
Рак вульвы	C51	2020	Взрослые	2022	501	ЭКГ	электрокардиография
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	АФП	a-фетопротеин
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	в/в	внутривенный
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ВОЗ	Всемирная организация здравоохранения
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	КТ	компьютерная томография
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ЛДГ	лактатдегидрогеназа
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ЛФК	лечебная физкультура
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	МКБ-10	Международная классификация болезней 10-го пересмотра
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	МРТ	магнитно-резонансная томография
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ПЭТ-КТ	позитронно-эмиссионная томография, совмещенная с компьютерной томографией
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	УЗИ	ультразвуковое исследование
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ХГЧ	b-хорионический гонадотропин человека
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	ECOG	Восточная объединенная группа онкологов
Опухоли средостения	C37.9, C38.1, C38.2, C38.3	2020	Взрослые	2022	502	**	жизненно необходимые и важнейшие лекарственные препараты
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	АЛТ	аланинаминотрансфераза
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	АСТ	аспартатаминотрансфераза
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	АФП	альфа-фетопротеин
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ВПО	выявленный первичный очаг
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	Г-КСФ	колониестимулирующие факторы
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ИГХ	иммуногистохимическое исследование
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ИЦХ	иммуноцитохимическое исследование
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	КТ	компьютерная томография
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ЛДГ	лактатдегидрогеназа
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ЛТ	лучевая терапия
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	МРТ	магнитно-резонансная томография
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	НЯ	нежелательные явления
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ОНПЛ	опухоли невыявленной первичной локализации
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ПСА	простатспецифический антиген
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ПЭТ	позитронно-эмиссионная томография
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ПЭТ-КТ	позитронно-эмиссионная томография, совмещенная с КТ
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РМЖ	рак молочной железы
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РП	рак печени
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РФП	радиофармацевтический лекарственный препарат
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РЭА	раково-эмбриональный антиген
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РФ	Российская Федерация
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	РЯ	рак яичников
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	УЗИ	ультразвуковое исследование
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ФН	фебрильная нейтропения
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ХГЧ, β-ХГЧ	хорионический гонадотропин человека
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ЩФ	щелочная фосфатаза
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ЭГДС	эзофагогастродуоденоскопия
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ECOG	шкала оценки общего состояния онкологического пациента по версии Eastern Cooperative Oncology Group
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ER/РЭ	эстрогеновые рецепторы
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ERAS	early rehabilitation after surgery, ранняя реабилитация после операции
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	ESMO	Европейское общество медицинской онкологии
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	NCCN	Национальная комплексная сеть по борьбе с раком (США)
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	PR/РП	прогестероновые рецепторы
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504		18F-ФДГ  18 фтордезоксиглюкоза
Опухоли невыявленной первичной локализации	C76–C80	2021	Взрослые	2023	504	**	жизненно необходимые и важнейшие лекарственные препараты
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВИЧ	вирус иммунодефицита человека
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВК	врачебная комиссия
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВЛТ	внелегочный туберкулез
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ДНК	дезоксирибонуклеиновая кислота
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ИП	искусственный пневмоторакс
Туберкулез у детей	A15-A19	2020	Дети	2022	507	КББ	клапанная бронхоблокация
Туберкулез у детей	A15-A19	2020	Дети	2022	507	КУМ	кислотоустойчивые микроорганизмы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЛУ	лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЛЧ	лекарственная чувствительность
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МБТ	микобактерии туберкулеза
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МБТК	микобактерии туберкулезного комплекса
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МГМ	молекулярно-генетические методы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МЛУ	множественная лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МЛУ ТБ	туберкулез, вызванный возбудителем с МЛУ
Туберкулез у детей	A15-A19	2020	Дети	2022	507	НПВП	нестероидные противовоспалительные препараты
Туберкулез у детей	A15-A19	2020	Дети	2022	507	НТМБ	нетуберкулезные микобактерии
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ПТП	противотуберкулезный препарат
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ПЦР	полимеразная цепная реакция
Туберкулез у детей	A15-A19	2020	Дети	2022	507	СИОЗС	селективные ингибиторы обратного захвата серотонина
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ТБ	туберкулез
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ТПЛУ	туберкулез периферических лимфатических узлов
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ТТГ	тиреотропный гормон
Туберкулез у детей	A15-A19	2020	Дети	2022	507	УГТ	урогенитальный туберкулез
Туберкулез у детей	A15-A19	2020	Дети	2022	507	Ц	Н – окраска по Цилю – Нельсену
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЦНС	центральная нервная система
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ШЛУ	широкая лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ШЛУ ТБ	туберкулез, вызванный возбудителем с ШЛУ
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЭК	эндобронхиальный клапан
Туберкулез у детей	A15-A19	2020	Дети	2022	507	IGRAs	Interferon-Gamma Release Assays
Туберкулез у детей	A15-A19	2020	Дети	2022	507	АЛТ	аланинаминотрансфераза
Туберкулез у детей	A15-A19	2020	Дети	2022	507	АСТ	аспартатаминотрансфераза
Туберкулез у детей	A15-A19	2020	Дети	2022	507	АТР	аллерген туберкулезный рекомбинантный
Туберкулез у детей	A15-A19	2020	Дети	2022	507	БАС	бронхоальвеолярный смыв
Туберкулез у детей	A15-A19	2020	Дети	2022	507	БЛ	бактериологическая лаборатория
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВИЧ	вирус иммунодефицита человека
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВГЛУ	внутригрудные лимфатические узлы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВГЛУ	внутригрудные лимфатические узлы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ВК	врачебная комиссия
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ДНК	дезоксирибонуклеиновая кислота
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ИПП	искусственный пневмоперетонеум
Туберкулез у детей	A15-A19	2020	Дети	2022	507	КББ	клапанная бронхоблокация
Туберкулез у детей	A15-A19	2020	Дети	2022	507	КУМ	кислотоустойчивые микроорганизмы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЛУ	лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЛЧ	лекарственная чувствительность
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МБТ	микобактерии туберкулеза
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МБТК	микобактерии туберкулезного комплекса
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МГМ	молекулярно-генетические методы
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МКБ 10	международная классификация болезней 10 пересмотра
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МЛУ	множественная лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МЛУ-ТБ	туберкулез, вызванный возбудителем с МЛУ
Туберкулез у детей	A15-A19	2020	Дети	2022	507	МСКТ	мультиспиральная компьютерная томография
Туберкулез у детей	A15-A19	2020	Дети	2022	507	НТМБ	нетуберкулезные микобактерии
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ОГК	органы грудной клетки
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ПТП	противотуберкулезный препарат
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ПТК	первичный туберкулезный комплекс
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ПЦР	полимеразная цепная реакция
Туберкулез у детей	A15-A19	2020	Дети	2022	507	РХТ	режим химиотерапии
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ТЛЧ	"тест	лекарственной чувствительности"
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ТЛЧ	"тест	лекарственной чувствительности"
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ШЛУ	широкая лекарственная устойчивость
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ШЛУ-ТБ	туберкулез, вызванный возбудителем с ШЛУ
Туберкулез у детей	A15-A19	2020	Дети	2022	507	ЭК	эндобронхиальный клапан
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	AJCC	Американский объединенный комитет по раку
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	Choi	Критерии ответа солидных опухолей на терапию
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ECOG	Восточная объединенная группа онкологов
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	IMRT	Лучевая терапия с модулированной интенсивностью
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	IORT	интраоперационная лучевая терапия
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	RECIST	Критерии ответа солидных опухолей на терапию
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	АСМТ	альвеолярная саркома мягких тканей
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	в/в	внутривенный
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ВМФО	воспалительная миофибропластическая опухоль
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ВОЗ	Всемирная организация здравоохранения
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	КТ	компьютерная томография
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ЛФК	лечебная физкультура
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	МКБ-10	Международная классификация болезней 10-го пересмотра
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	МРТ	магнитно-резонансная томография
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ПЕКома	периваскулярная эндотелиоклеточная опухоль
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ПЭТ/КТ	позитронно-эмиссионная томография, совмещенная с компьютерной томографией
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	СМТ	саркома мягких тканей
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	ССМТ	светлоклеточная саркома
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	СФО	солитарная фиброзная опухоль
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	УЗИ	ультразвуковое исследование
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	VAC	Винкристин+Доксорубицин+Циклофосфамид
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	IE	Ифосфамид+Этопозид
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	GemTax	Гемцитабин+Доцетаксел
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	**	жизненно необходимые и важнейшие лекарственные препараты
Саркомы мягких тканей	C49	2020	Взрослые	2022	515	#	препарат, применяющийся не в соответствии с показаниями к применению и противопоказаниями, способами применения и дозами, содержащимися в инструкции по применению лекарственного препарата (офф-лейбл)
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	в/в	внутривенно
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	ВОЗ	Всемирная организация здравоохранения
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	КТ	компьютерная томография
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	ЛТ	лучевая терапия
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	МКБ-10	Международная классификация болезней 10-го пересмотра
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	МРТ	магнитно-резонансная томография
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	МСКТУ	мультиспиральная компьютерная томографическая урография
Уротелиальный рак верхних мочевыводящих путей	C65, C66	2020	Взрослые	2022	526	РНУ	радикальная нефроуретерэктомия
